build_year,build_year_cat,building_state,facades,garden,living_area,locality_name,number_bedrooms,postal_code,price,property_type,province,swimming_pool,terrace
,,New,3.0,1,199.0,Temploux,3.0,5020.0,429000.0,residence,Namur,0,1.0
,,Normal,4.0,1,,Mesnil-Église,4.0,5560.0,275000.0,residence,Namur,0,1.0
,,New,,1,118.0,Hasselt,2.0,3500.0,407000.0,penthouse,Limburg,0,1.0
2025.0,2020s,New,3.0,1,209.0,Heusden-Zolder,4.0,3550.0,315000.0,residence,Limburg,0,
2008.0,2000s,Normal,3.0,0,90.0,Evere,2.0,1140.0,370000.0,apartment,Brussels Capital Region,0,1.0
,,nan,2.0,0,92.0,Nandrin,2.0,4550.0,375000.0,apartment,Liège,0,1.0
,,Excellent,3.0,0,35.0,Huy,1.0,4500.0,105000.0,studio,Liège,0,0.0
,,nan,,0,,Aalter,,9880.0,90000.0,development,East Flanders,0,0.0
,,Normal,4.0,1,190.0,Jambes,4.0,5100.0,515000.0,residence,Namur,1,1.0
,,New,3.0,0,171.0,Vosselaar,3.0,2350.0,600000.0,apartment,Antwerp,0,1.0
1969.0,1960s,To renovate,2.0,0,36.0,Namur,1.0,5000.0,115000.0,apartment,Namur,0,1.0
1884.0,1800s,To renovate,2.0,1,170.0,Vorst,7.0,1190.0,399000.0,residence,Brussels Capital Region,0,
,,nan,3.0,1,497.0,Durbuy,4.0,6940.0,945000.0,residence,Luxembourg,1,1.0
1972.0,1970s,Normal,,0,41.0,Middelkerke,1.0,8430.0,159000.0,apartment,West Flanders,0,1.0
,,New,2.0,1,100.0,Evere,2.0,1140.0,400000.0,apartment,Brussels Capital Region,0,1.0
,,Normal,2.0,0,182.0,Koekelberg,3.0,1081.0,430000.0,apartment,Brussels Capital Region,0,1.0
,,New,2.0,0,79.0,Etterbeek,1.0,1040.0,498500.0,apartment,Brussels Capital Region,0,1.0
,,Excellent,4.0,0,74.0,Antwerp,1.0,2018.0,309000.0,apartment,Antwerp,0,1.0
,,To renovate,,0,134.0,Sint-Jans-Molenbeek,3.0,1080.0,250000.0,duplex,Brussels Capital Region,0,0.0
2015.0,2010s,Excellent,3.0,1,246.0,Waasmont,5.0,3401.0,485000.0,residence,Flemish Brabant,0,1.0
,,To renovate,4.0,1,57.0,Lierneux,2.0,4990.0,99000.0,chalet,Liège,0,1.0
1910.0,1910s,To renovate,3.0,1,145.0,Ohey,4.0,5350.0,295000.0,residence,Namur,0,1.0
,,New,,0,91.0,Aywaille,2.0,4920.0,315000.0,penthouse,Liège,0,1.0
1981.0,1980s,nan,2.0,1,315.0,Lummen,3.0,3560.0,629000.0,residence,Limburg,0,1.0
,,nan,,0,,Knokke-Heist,,8300.0,680000.0,nan,West Flanders,0,
,,To renovate,4.0,1,165.0,Gerpinnes,4.0,6280.0,320000.0,residence,Hainaut,0,0.0
1979.0,1970s,Normal,,0,102.0,Arlon,2.0,6700.0,350000.0,apartment,Luxembourg,0,0.0
2017.0,2010s,Excellent,4.0,1,227.0,Braine-l'Alleud,4.0,1420.0,995000.0,villa,Walloon Brabant,0,1.0
,,New,3.0,1,141.0,Givry,3.0,7041.0,349000.0,residence,Hainaut,0,1.0
,,nan,,1,,Seilles,4.0,5300.0,390000.0,villa,Namur,0,1.0
1990.0,1990s,Normal,,0,104.0,Nieuwpoort,3.0,8620.0,895000.0,apartment,West Flanders,0,1.0
,,New,,0,101.0,Chênée,2.0,4032.0,301500.0,apartment,Liège,0,1.0
2019.0,2010s,nan,2.0,1,86.0,Vlezenbeek,2.0,1602.0,378000.0,ground,Flemish Brabant,0,1.0
1973.0,1970s,nan,2.0,0,85.0,Beringen,2.0,3580.0,149000.0,apartment,Limburg,0,0.0
1978.0,1970s,Excellent,,1,228.0,Borsbeek,6.0,2150.0,680000.0,apartment,Antwerp,0,1.0
,,New,,0,83.0,Liege,2.0,4000.0,270700.0,apartment,Liège,0,1.0
1997.0,1990s,nan,,0,,De Panne,4.0,8660.0,440000.0,duplex,West Flanders,0,1.0
,,Normal,2.0,0,92.0,Arlon,2.0,6700.0,240000.0,apartment,Luxembourg,0,0.0
,,Normal,2.0,1,228.0,Kortrijk,3.0,8500.0,325000.0,residence,West Flanders,0,1.0
,,Normal,2.0,1,257.0,Elsene,4.0,1050.0,775000.0,residence,Brussels Capital Region,0,1.0
,,New,4.0,0,85.0,Pont-à-Celles,2.0,6230.0,233600.0,apartment,Hainaut,0,1.0
,,New,2.0,1,91.0,Oudergem,2.0,1160.0,555000.0,apartment,Brussels Capital Region,0,1.0
,,Normal,2.0,0,144.0,Liege,4.0,4000.0,315000.0,residence,Liège,0,1.0
,,Excellent,,1,150.0,Gimnée,2.0,5680.0,450000.0,residence,Namur,0,1.0
1969.0,1960s,Normal,4.0,1,240.0,Wezembeek-Oppem,4.0,1970.0,1095000.0,villa,Flemish Brabant,0,1.0
,,nan,2.0,0,178.0,Tournai,4.0,7500.0,229000.0,apartment,Hainaut,0,1.0
1979.0,1970s,nan,,0,84.0,Elsene,2.0,1050.0,399000.0,apartment,Brussels Capital Region,0,1.0
,,To renovate,,0,171.0,Antwerp,3.0,2000.0,329000.0,residence,Antwerp,0,0.0
1985.0,1980s,Normal,,0,117.0,Sint-Lambrechts-Woluwe,2.0,1200.0,395000.0,apartment,Brussels Capital Region,0,1.0
2004.0,2000s,Normal,2.0,0,35.0,Brussels,1.0,1000.0,225000.0,apartment,Brussels Capital Region,0,1.0
,,nan,,0,,Oostende,3.0,8400.0,169000.0,apartment,West Flanders,0,1.0
2025.0,2020s,New,3.0,1,141.0,Houdemont,3.0,6724.0,369000.0,residence,Luxembourg,0,0.0
1950.0,1950s,Normal,,1,447.0,Houffalize,5.0,6660.0,220000.0,residence,Luxembourg,0,0.0
2008.0,2000s,To renovate,,0,155.0,Athus,3.0,6791.0,255000.0,duplex,Luxembourg,0,1.0
1995.0,1990s,Excellent,,0,49.0,Knokke,1.0,8300.0,299000.0,apartment,West Flanders,0,0.0
1967.0,1960s,Fully renovated,,0,52.0,Namur,1.0,5000.0,199000.0,apartment,Namur,0,1.0
,,New,3.0,1,145.0,Leopoldsburg,3.0,3970.0,325000.0,residence,Limburg,0,0.0
1855.0,1800s,Normal,3.0,0,77.0,Herstal,2.0,4040.0,150000.0,residence,Liège,0,1.0
,,nan,,1,40.0,Blaimont,2.0,5542.0,67000.0,chalet,Namur,1,1.0
2024.0,2020s,New,,1,242.0,Attert,3.0,6717.0,650000.0,residence,Luxembourg,0,1.0
,,To renovate,,0,60.0,Elsene,1.0,1050.0,220000.0,studio,Brussels Capital Region,0,1.0
,,New,4.0,1,90.0,Rijkevorsel,2.0,2310.0,335000.0,apartment,Antwerp,0,1.0
,,Normal,,1,230.0,Tielt,3.0,8700.0,269000.0,residence,West Flanders,0,1.0
,,New,,0,91.0,Aalter,2.0,9880.0,320000.0,apartment,East Flanders,0,1.0
,,To renovate,4.0,1,350.0,Jemeppe-Sur-Sambre,6.0,5190.0,110000.0,residence,Namur,0,1.0
1993.0,1990s,Normal,3.0,0,76.0,Evergem,2.0,9940.0,269000.0,apartment,East Flanders,0,0.0
1998.0,1990s,Excellent,3.0,1,180.0,Limelette,3.0,1342.0,550000.0,residence,Walloon Brabant,0,1.0
2018.0,2010s,Excellent,4.0,1,324.0,Boortmeerbeek,3.0,3190.0,1048000.0,residence,Flemish Brabant,1,1.0
,,New,,0,87.0,Oostakker,2.0,9041.0,300000.0,apartment,East Flanders,0,1.0
2020.0,2020s,Normal,2.0,1,,Veerle,2.0,2431.0,279500.0,apartment,Antwerp,0,1.0
1959.0,1950s,Normal,4.0,1,150.0,Bocholt,2.0,3950.0,297000.0,residence,Limburg,0,1.0
,,New,,0,65.0,Leopoldsburg,1.0,3970.0,215000.0,apartment,Limburg,0,1.0
,,New,3.0,1,236.0,Vrasene,3.0,9120.0,520000.0,residence,East Flanders,0,1.0
2006.0,2000s,To renovate,,0,143.0,Aye,2.0,6900.0,245000.0,residence,Luxembourg,0,1.0
,,New,4.0,1,81.0,Evere,1.0,1140.0,322000.0,apartment,Brussels Capital Region,0,1.0
,,New,,0,71.0,Brugelette,1.0,7940.0,211000.0,apartment,Hainaut,0,1.0
,,New,,1,144.0,Turnhout,3.0,2300.0,334700.0,residence,Antwerp,0,1.0
2022.0,2020s,New,,0,98.0,Booischot,2.0,2221.0,289000.0,apartment,Antwerp,0,1.0
,,New,2.0,0,108.0,Oudergem,2.0,1160.0,650000.0,apartment,Brussels Capital Region,0,1.0
,,nan,,0,99.0,Liege,2.0,4020.0,305000.0,apartment,Liège,0,1.0
,,nan,,0,,Liege,,4000.0,255000.0,nan,Liège,0,
1930.0,1930s,To renovate,2.0,0,156.0,Namur,4.0,5000.0,260000.0,duplex,Namur,0,1.0
2024.0,2020s,New,3.0,0,122.0,Barvaux-sur-Ourthe,3.0,6940.0,391500.0,duplex,Luxembourg,0,1.0
,,Normal,4.0,0,82.0,Virton,4.0,6760.0,180000.0,residence,Luxembourg,0,1.0
,,nan,,0,,Anderlecht,,1070.0,189000.0,nan,Brussels Capital Region,0,
,,nan,,0,,Rillaar,,3202.0,269000.0,nan,Flemish Brabant,0,
2025.0,2020s,Excellent,4.0,1,,Jodoigne,3.0,1370.0,364050.0,villa,Walloon Brabant,0,
,,New,4.0,0,80.0,Fléron,1.0,4620.0,256000.0,apartment,Liège,0,1.0
2025.0,2020s,New,3.0,1,78.0,Wondelgem,2.0,9032.0,289000.0,apartment,East Flanders,0,1.0
1960.0,1960s,Normal,2.0,0,38.0,Schaarbeek,0.0,1030.0,185000.0,studio,Brussels Capital Region,0,0.0
,,nan,,1,125.0,Grez-Doiceau,3.0,1390.0,425000.0,residence,Walloon Brabant,0,1.0
,,New,4.0,1,91.0,Evere,2.0,1140.0,372000.0,apartment,Brussels Capital Region,0,1.0
,,New,3.0,1,199.0,Zele,4.0,9240.0,429500.0,residence,East Flanders,0,1.0
,,Normal,2.0,1,535.0,Mechelen,6.0,2800.0,749000.0,residence,Antwerp,0,1.0
,,nan,3.0,1,141.0,Dison,3.0,4820.0,235000.0,residence,Liège,0,1.0
1978.0,1970s,To renovate,4.0,1,269.0,Genk,4.0,3600.0,395000.0,residence,Limburg,0,1.0
,,Excellent,2.0,0,117.0,Merksem,3.0,2170.0,309000.0,apartment,Antwerp,0,1.0
1947.0,1940s,Normal,2.0,1,,Roeselare,5.0,8800.0,498000.0,residence,West Flanders,0,1.0
1956.0,1950s,To renovate,,1,150.0,Vilvoorde,3.0,1800.0,359000.0,residence,Flemish Brabant,0,0.0
2021.0,2020s,Excellent,4.0,0,105.0,Merchtem,2.0,1785.0,398000.0,apartment,Flemish Brabant,0,1.0
2005.0,2000s,Normal,2.0,0,62.0,Couvin,1.0,5660.0,158000.0,apartment,Namur,0,1.0
,,nan,,1,156.0,Dentergem,3.0,8720.0,343300.0,residence,West Flanders,0,0.0
1974.0,1970s,nan,4.0,1,170.0,Eernegem,4.0,8480.0,395000.0,bungalow,West Flanders,0,1.0
1935.0,1930s,Normal,4.0,1,212.0,Lochristi,3.0,9080.0,545000.0,villa,East Flanders,0,1.0
,,New,3.0,1,118.0,Berlaar,2.0,2590.0,325000.0,residence,Antwerp,0,1.0
2023.0,2020s,New,2.0,1,99.0,Anzegem,2.0,8570.0,349000.0,apartment,West Flanders,0,1.0
1935.0,1930s,To renovate,3.0,1,100.0,Barvaux-sur-Ourthe,2.0,6940.0,175000.0,residence,Luxembourg,0,1.0
,,New,2.0,0,92.0,Antwerp,2.0,2018.0,293000.0,apartment,Antwerp,0,1.0
,,New,,1,,Mol,2.0,2400.0,434532.0,apartment,Antwerp,0,1.0
1976.0,1970s,Normal,3.0,1,195.0,Westerlo,3.0,2260.0,385000.0,residence,Antwerp,0,1.0
,,Normal,3.0,0,90.0,Namur,3.0,5000.0,225000.0,apartment,Namur,0,0.0
1980.0,1980s,Normal,4.0,1,230.0,Lasne,4.0,1380.0,765000.0,villa,Walloon Brabant,0,1.0
,,New,,1,169.0,Hasselt,2.0,3500.0,613000.0,penthouse,Limburg,0,1.0
,,nan,3.0,1,149.0,Trooz,3.0,4870.0,249000.0,residence,Liège,0,1.0
,,New,2.0,0,110.0,Diksmuide,2.0,8600.0,395000.0,apartment,West Flanders,0,1.0
2014.0,2010s,Excellent,,1,255.0,Pelt,2.0,3900.0,775000.0,residence,Limburg,0,1.0
,,nan,,0,,Heusden-Zolder,,3550.0,289000.0,nan,Limburg,0,
,,New,,1,,Spa,,4900.0,620000.0,apartment,Liège,0,1.0
,,nan,4.0,0,91.0,La Louvière,2.0,7100.0,260000.0,apartment,Hainaut,0,1.0
1965.0,1960s,nan,2.0,0,84.0,Oostende,2.0,8400.0,239000.0,apartment,West Flanders,0,1.0
,,New,,0,131.0,Olen,3.0,2250.0,319278.0,duplex,Antwerp,0,1.0
,,nan,,1,90.0,Mol,1.0,2400.0,289000.0,ground,Antwerp,0,1.0
1918.0,1910s,nan,,1,121.0,Tienen,3.0,3300.0,330000.0,residence,Flemish Brabant,0,1.0
,,New,4.0,1,74.0,Antwerp,1.0,2050.0,265500.0,apartment,Antwerp,0,1.0
2024.0,2020s,New,,1,93.0,Zedelgem,1.0,8210.0,379000.0,apartment,West Flanders,0,1.0
,,New,2.0,1,83.0,Evere,2.0,1140.0,365200.0,apartment,Brussels Capital Region,0,1.0
1974.0,1970s,Normal,,0,107.0,Brasschaat,3.0,2930.0,299000.0,ground,Antwerp,0,0.0
1971.0,1970s,Fully renovated,2.0,0,94.0,Diepenbeek,3.0,3590.0,299000.0,apartment,Limburg,0,1.0
,,New,2.0,0,91.0,Anderlecht,2.0,1070.0,319000.0,apartment,Brussels Capital Region,0,1.0
1953.0,1950s,Excellent,2.0,1,193.0,Deurne,3.0,2100.0,419000.0,residence,Antwerp,0,1.0
,,New,4.0,0,133.0,Sint-Lambrechts-Woluwe,3.0,1200.0,930000.0,apartment,Brussels Capital Region,0,1.0
,,New,3.0,1,180.0,Éghezée,4.0,5310.0,485000.0,residence,Namur,0,1.0
1986.0,1980s,Normal,4.0,1,238.0,Wemmel,5.0,1780.0,899000.0,villa,Flemish Brabant,1,1.0
1959.0,1950s,Normal,3.0,1,176.0,Grimbergen,3.0,1850.0,499000.0,residence,Flemish Brabant,0,1.0
2019.0,2010s,Excellent,,0,50.0,Brussels,0.0,1000.0,305000.0,studio,Brussels Capital Region,0,0.0
1964.0,1960s,nan,4.0,1,423.0,Soumagne,4.0,4630.0,695000.0,villa,Liège,1,1.0
2021.0,2020s,Excellent,,1,116.0,Antwerp,3.0,2018.0,499000.0,apartment,Antwerp,0,1.0
,,New,2.0,0,73.0,Antwerp,1.0,2018.0,239000.0,apartment,Antwerp,0,1.0
,,New,4.0,1,160.0,Orp-Jauche,5.0,1350.0,439352.0,residence,Walloon Brabant,0,
1973.0,1970s,Normal,3.0,1,150.0,Geraardsbergen,3.0,9500.0,350000.0,residence,East Flanders,0,1.0
,,Normal,2.0,1,220.0,Halma,5.0,6922.0,289000.0,residence,Luxembourg,0,1.0
,,New,2.0,0,98.0,Heusden-Zolder,3.0,3550.0,324000.0,apartment,Limburg,0,1.0
1989.0,1980s,nan,2.0,1,231.0,Genk,5.0,3600.0,410000.0,residence,Limburg,0,1.0
,,nan,,0,,Ans,,4430.0,207000.0,nan,Liège,0,
1850.0,1800s,To renovate,3.0,1,142.0,Saint-Hubert,3.0,6870.0,170000.0,residence,Luxembourg,0,1.0
,,New,4.0,1,101.0,Westerlo,2.0,2260.0,385000.0,ground,Antwerp,0,1.0
1985.0,1980s,Excellent,4.0,1,207.0,Durbuy,3.0,6940.0,399000.0,residence,Luxembourg,0,1.0
,,New,2.0,0,122.0,Mons,3.0,7000.0,282000.0,residence,Hainaut,0,0.0
,,nan,,1,186.0,Dentergem,3.0,8720.0,338500.0,residence,West Flanders,0,0.0
,,New,3.0,0,89.0,Angleur,2.0,4031.0,289000.0,apartment,Liège,0,1.0
,,New,2.0,0,85.0,Turnhout,2.0,2300.0,289900.0,apartment,Antwerp,0,1.0
1952.0,1950s,To renovate,3.0,1,364.0,Brugge,4.0,8000.0,480000.0,villa,West Flanders,0,1.0
1956.0,1950s,Normal,3.0,1,204.0,Sint-Truiden,3.0,3800.0,497000.0,residence,Limburg,0,1.0
,,New,2.0,0,91.0,Lier,2.0,2500.0,291981.0,ground,Antwerp,0,1.0
,,nan,2.0,0,170.0,Blankenberge,4.0,8370.0,299900.0,residence,West Flanders,0,1.0
,,nan,,0,,Awans,,4340.0,209000.0,nan,Liège,0,
,,New,2.0,0,85.0,Braine-le-Comte,2.0,7090.0,234000.0,apartment,Hainaut,0,1.0
,,Excellent,,0,35.0,Oostende,,8400.0,235000.0,studio,West Flanders,0,1.0
1982.0,1980s,nan,4.0,1,262.0,Lovendegem,3.0,9920.0,425000.0,villa,East Flanders,0,
,,Excellent,3.0,0,232.0,Herstal,7.0,4040.0,250000.0,mixed,Liège,0,1.0
2007.0,2000s,nan,3.0,0,72.0,Durbuy,2.0,6940.0,159000.0,apartment,Luxembourg,0,1.0
1950.0,1950s,Excellent,4.0,1,373.0,Ukkel,4.0,1180.0,1650000.0,villa,Brussels Capital Region,0,1.0
,,nan,,0,55.0,Brûly-de-Pesche,2.0,5660.0,195000.0,residence,Namur,0,1.0
,,New,,1,93.0,Rijkel,1.0,3840.0,263675.0,residence,Limburg,0,1.0
1971.0,1970s,Normal,,0,63.0,Middelkerke,2.0,8430.0,340000.0,apartment,West Flanders,0,1.0
,,nan,,0,,Avelgem,,8580.0,225000.0,office,West Flanders,0,0.0
,,New,,0,110.0,Oudergem,2.0,1160.0,695000.0,apartment,Brussels Capital Region,0,1.0
,,New,4.0,1,190.0,Andenne,3.0,5300.0,377535.0,residence,Namur,0,
,,nan,,0,,Liege,,4000.0,179730.0,nan,Liège,0,
,,New,4.0,1,133.0,Antwerp,3.0,2050.0,462500.0,apartment,Antwerp,0,1.0
,,Normal,2.0,1,69.0,Saint-Nicolas,2.0,4420.0,115000.0,residence,Liège,0,0.0
1957.0,1950s,nan,3.0,1,224.0,Waregem,5.0,8790.0,299000.0,residence,West Flanders,0,0.0
,,New,3.0,1,145.0,Ohey,3.0,5350.0,383611.0,residence,Namur,0,0.0
,,nan,,0,165.0,Halle,3.0,1500.0,480000.0,apartment,Flemish Brabant,0,1.0
2022.0,2020s,New,2.0,1,111.0,Hasselt,2.0,3500.0,489500.0,apartment,Limburg,0,1.0
,,New,3.0,1,228.0,Sint-Niklaas,4.0,9100.0,502184.0,residence,East Flanders,0,1.0
2015.0,2010s,Excellent,2.0,0,96.0,Schaarbeek,2.0,1030.0,365000.0,apartment,Brussels Capital Region,0,1.0
,,nan,3.0,1,259.0,Theux,4.0,4910.0,630000.0,residence,Liège,0,0.0
,,New,,1,120.0,Havelange,3.0,5370.0,275000.0,residence,Namur,0,0.0
,,New,3.0,1,110.0,Evere,2.0,1140.0,450000.0,ground,Brussels Capital Region,0,1.0
2022.0,2020s,Excellent,3.0,0,110.0,Heusden-Zolder,2.0,3550.0,354000.0,apartment,Limburg,0,1.0
,,Fully renovated,2.0,0,36.0,Herstal,1.0,4040.0,95000.0,studio,Liège,0,1.0
,,To renovate,4.0,1,145.0,Braine-le-Château,3.0,1440.0,429000.0,residence,Walloon Brabant,0,1.0
2023.0,2020s,nan,,1,,Tongeren,3.0,3700.0,299000.0,apartment,Limburg,0,1.0
2025.0,2020s,Excellent,4.0,1,316.0,Knokke,5.0,8300.0,2395000.0,villa,West Flanders,1,1.0
,,nan,,0,107.0,Tournai,2.0,7500.0,290500.0,apartment,Hainaut,1,1.0
2024.0,2020s,nan,2.0,0,115.0,Tubize,3.0,1480.0,319098.0,apartment,Walloon Brabant,0,1.0
,,nan,2.0,1,115.0,Saint-Nicolas,2.0,4420.0,100000.0,residence,Liège,0,0.0
,,New,,0,93.0,Fosses-la-Ville,2.0,5070.0,299000.0,apartment,Namur,0,1.0
,,Normal,4.0,1,100.0,Vezin,2.0,5300.0,319000.0,villa,Namur,0,1.0
,,nan,4.0,1,195.0,Neuville-en-Condroz,2.0,4121.0,50000.0,residence,Liège,0,0.0
,,nan,2.0,1,109.0,Chimay,2.0,6460.0,331800.0,apartment,Hainaut,0,1.0
,,Normal,,1,200.0,Dinant,4.0,5500.0,325000.0,villa,Namur,0,1.0
,,New,2.0,0,55.0,Braine-le-Comte,1.0,7090.0,167000.0,apartment,Hainaut,0,0.0
1900.0,1900s,Normal,4.0,1,559.0,Chaumont-Gistoux,11.0,1325.0,695000.0,mixed,Walloon Brabant,0,1.0
1952.0,1950s,nan,3.0,1,170.0,Heppen,3.0,3971.0,299000.0,residence,Limburg,0,1.0
,,New,,1,210.0,Oostrozebeke,3.0,8780.0,399000.0,residence,West Flanders,0,0.0
1948.0,1940s,nan,4.0,0,125.0,Knokke,3.0,8300.0,1625000.0,apartment,West Flanders,0,1.0
,,nan,,0,,Overijse,,3090.0,466600.0,nan,Flemish Brabant,0,
,,nan,,0,,Rumst,,2840.0,264700.0,nan,Antwerp,0,
1830.0,1800s,To renovate,3.0,1,264.0,Marilles,3.0,1350.0,225000.0,residence,Walloon Brabant,0,1.0
1961.0,1960s,nan,,1,70.0,Kelmis,2.0,4720.0,219000.0,residence,Liège,0,1.0
,,nan,,0,,Paal,,3583.0,259975.0,nan,Limburg,0,
1963.0,1960s,Excellent,,1,308.0,De Haan,4.0,8420.0,995000.0,residence,West Flanders,0,1.0
1981.0,1980s,nan,2.0,1,199.0,Koekelare,3.0,8680.0,325000.0,residence,West Flanders,0,0.0
,,New,2.0,1,103.0,Evere,2.0,1140.0,415000.0,apartment,Brussels Capital Region,0,1.0
,,nan,,0,,Hulshout,,2235.0,598000.0,nan,Antwerp,0,
,,New,4.0,0,93.0,Kapellen,2.0,2950.0,375500.0,apartment,Antwerp,0,1.0
1968.0,1960s,Normal,3.0,1,188.0,Oud-Heverlee,3.0,3050.0,446000.0,residence,Flemish Brabant,0,0.0
2016.0,2010s,nan,,0,70.0,Antwerp,2.0,2000.0,359000.0,apartment,Antwerp,0,1.0
2024.0,2020s,New,,0,131.0,Oudergem,3.0,1160.0,1250000.0,penthouse,Brussels Capital Region,0,1.0
,,nan,,0,112.0,Louvain-la-Neuve,2.0,1348.0,550000.0,apartment,Walloon Brabant,0,1.0
1952.0,1950s,Normal,,1,125.0,Dilbeek,2.0,1700.0,415000.0,residence,Flemish Brabant,0,0.0
,,nan,,1,204.0,Viemme,4.0,4317.0,515000.0,residence,Liège,0,1.0
2007.0,2000s,Excellent,2.0,0,83.0,Arlon,1.0,6700.0,259000.0,apartment,Luxembourg,0,1.0
2017.0,2010s,Excellent,3.0,1,150.0,Roeselare,4.0,8800.0,450000.0,residence,West Flanders,0,1.0
,,New,2.0,0,95.0,Jambes,2.0,5100.0,260000.0,apartment,Namur,0,1.0
,,New,2.0,1,183.0,Heist-op-den-Berg,3.0,2220.0,445303.0,residence,Antwerp,0,0.0
,,nan,,0,,Lommel,,3920.0,244500.0,nan,Limburg,0,
1976.0,1970s,nan,2.0,1,165.0,Waterloo,3.0,1410.0,465000.0,residence,Walloon Brabant,0,1.0
,,nan,,0,,Huy,,4500.0,212000.0,nan,Liège,0,
,,nan,3.0,1,,Rekkem,4.0,8930.0,219000.0,residence,West Flanders,0,1.0
,,To renovate,2.0,1,125.0,Bousval,3.0,1470.0,250000.0,residence,Walloon Brabant,0,0.0
,,New,3.0,1,196.0,Temploux,3.0,5020.0,429000.0,residence,Namur,0,1.0
1968.0,1960s,To renovate,,0,91.0,Koekelberg,2.0,1081.0,229000.0,apartment,Brussels Capital Region,0,1.0
1930.0,1930s,To renovate,2.0,0,718.0,Vorst,3.0,1190.0,1490000.0,mixed,Brussels Capital Region,0,1.0
1850.0,1800s,Normal,2.0,1,107.0,Borgloon,2.0,3840.0,317800.0,apartment,Limburg,0,1.0
1900.0,1900s,Normal,4.0,1,370.0,Chaumont-Gistoux,5.0,1325.0,995000.0,residence,Walloon Brabant,0,1.0
,,Normal,,0,247.0,Bouillon,7.0,6830.0,175000.0,residence,Luxembourg,0,0.0
1980.0,1980s,Normal,3.0,1,180.0,Fleurus,4.0,6220.0,179000.0,residence,Hainaut,0,1.0
1970.0,1970s,Normal,2.0,0,100.0,Brussels,2.0,1000.0,515000.0,apartment,Brussels Capital Region,0,1.0
,,New,,0,70.0,Liege,1.0,4000.0,251083.0,apartment,Liège,0,1.0
1975.0,1970s,To renovate,3.0,1,287.0,Marbais,6.0,1495.0,415000.0,residence,Walloon Brabant,0,1.0
,,nan,2.0,0,143.0,Chimay,3.0,6460.0,379800.0,apartment,Hainaut,0,1.0
,,nan,,1,75.0,Ronse,2.0,9600.0,236908.0,ground,East Flanders,0,1.0
1961.0,1960s,nan,2.0,1,407.0,Halle,6.0,1500.0,930000.0,villa,Flemish Brabant,0,1.0
1969.0,1960s,Excellent,2.0,0,103.0,Waarschoot,2.0,9950.0,249000.0,apartment,East Flanders,0,1.0
,,New,3.0,1,154.0,Aarsele,3.0,8700.0,384500.0,residence,West Flanders,0,1.0
,,New,4.0,1,120.0,Olen,2.0,2250.0,299500.0,apartment,Antwerp,0,1.0
,,Excellent,3.0,0,110.0,Erembodegem,2.0,9320.0,279000.0,apartment,East Flanders,0,1.0
,,New,,0,100.0,Ans,2.0,4430.0,307700.0,apartment,Liège,0,1.0
,,New,3.0,1,161.0,Belgrade,3.0,5001.0,409000.0,residence,Namur,0,1.0
2016.0,2010s,Normal,4.0,1,166.0,Andenne,3.0,5300.0,340000.0,residence,Namur,1,1.0
,,Fully renovated,3.0,0,100.0,Liege,3.0,4020.0,149000.0,residence,Liège,0,0.0
1970.0,1970s,Excellent,,1,61.0,Oostende,1.0,8400.0,169000.0,apartment,West Flanders,0,0.0
1938.0,1930s,To renovate,3.0,1,260.0,Sint-Pieters-Woluwe,4.0,1150.0,1495000.0,residence,Brussels Capital Region,0,1.0
1930.0,1930s,To renovate,2.0,1,240.0,Vorst,4.0,1190.0,540000.0,residence,Brussels Capital Region,0,1.0
,,Normal,4.0,1,349.0,Lasne,5.0,1380.0,890000.0,villa,Walloon Brabant,1,1.0
2026.0,2020s,New,,0,81.0,Ciney,2.0,5590.0,290000.0,apartment,Namur,0,1.0
2009.0,2000s,Normal,,0,54.0,Wachtebeke,1.0,9185.0,185000.0,studio,East Flanders,0,1.0
2022.0,2020s,Excellent,4.0,1,72.0,Herselt,1.0,2230.0,249000.0,chalet,Antwerp,0,1.0
,,New,4.0,1,132.0,Naninne,3.0,5100.0,409640.0,residence,Namur,0,
,,New,,1,120.0,Jambes,3.0,5100.0,420000.0,apartment,Namur,0,1.0
,,New,2.0,0,94.0,Jambes,2.0,5100.0,315000.0,apartment,Namur,0,1.0
,,To renovate,4.0,1,81.0,Vielsalm,1.0,6690.0,140000.0,chalet,Luxembourg,0,1.0
,,Excellent,3.0,1,149.0,Merelbeke,3.0,9820.0,585000.0,ground,East Flanders,0,1.0
1979.0,1970s,To renovate,,0,465.0,Burg-Reuland,3.0,4790.0,298000.0,residence,Liège,0,0.0
,,New,,1,160.0,Antwerp,4.0,2018.0,1020000.0,penthouse,Antwerp,0,1.0
1900.0,1900s,Fully renovated,4.0,1,500.0,Durbuy,3.0,6940.0,1200000.0,residence,Luxembourg,0,1.0
1978.0,1970s,Normal,2.0,0,80.0,Roeselare,2.0,8800.0,139000.0,apartment,West Flanders,0,1.0
1960.0,1960s,To renovate,4.0,1,306.0,Ardooie,5.0,8850.0,475000.0,residence,West Flanders,0,0.0
,,Normal,3.0,1,500.0,Sint-Kruis,3.0,8310.0,695000.0,residence,West Flanders,0,1.0
2025.0,2020s,New,2.0,1,114.0,Deinze,2.0,9800.0,431990.0,apartment,East Flanders,0,1.0
